instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,season_indonesia,weather_indonesia,month_indonesia
8318,2011-12-18,Winter,2011,12,5,0,0,Hari Libur,"Clear, Few clouds, Partly cloudy",0.2,0.2273,0.59,0.1045,1,4,5,Musim Dingin,Cerah,Desember
8319,2011-12-18,Winter,2011,12,6,0,0,Hari Libur,"Clear, Few clouds, Partly cloudy",0.2,0.2121,0.59,0.1343,0,3,3,Musim Dingin,Cerah,Desember
8320,2011-12-18,Winter,2011,12,7,0,0,Hari Libur,"Clear, Few clouds, Partly cloudy",0.2,0.2121,0.59,0.1642,1,11,12,Musim Dingin,Cerah,Desember
8321,2011-12-18,Winter,2011,12,8,0,0,Hari Libur,"Clear, Few clouds, Partly cloudy",0.2,0.2576,0.69,0.0,1,31,32,Musim Dingin,Cerah,Desember
8322,2011-12-18,Winter,2011,12,9,0,0,Hari Libur,"Clear, Few clouds, Partly cloudy",0.22,0.2273,0.64,0.1642,6,75,81,Musim Dingin,Cerah,Desember
8323,2011-12-18,Winter,2011,12,10,0,0,Hari Libur,"Clear, Few clouds, Partly cloudy",0.24,0.2273,0.6,0.2537,7,122,129,Musim Dingin,Cerah,Desember
8324,2011-12-18,Winter,2011,12,11,0,0,Hari Libur,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds",0.24,0.2273,0.6,0.2239,20,168,188,Musim Dingin,Berawan/Berkabut,Desember
8325,2011-12-18,Winter,2011,12,12,0,0,Hari Libur,"Clear, Few clouds, Partly cloudy",0.26,0.2576,0.6,0.2239,26,202,228,Musim Dingin,Cerah,Desember
8326,2011-12-18,Winter,2011,12,13,0,0,Hari Libur,"Clear, Few clouds, Partly cloudy",0.3,0.2727,0.49,0.2985,18,210,228,Musim Dingin,Cerah,Desember
8327,2011-12-18,Winter,2011,12,14,0,0,Hari Libur,"Clear, Few clouds, Partly cloudy",0.3,0.2879,0.49,0.2836,19,200,219,Musim Dingin,Cerah,Desember
8328,2011-12-18,Winter,2011,12,15,0,0,Hari Libur,"Clear, Few clouds, Partly cloudy",0.32,0.303,0.45,0.2836,23,184,207,Musim Dingin,Cerah,Desember
8329,2011-12-18,Winter,2011,12,16,0,0,Hari Libur,"Clear, Few clouds, Partly cloudy",0.28,0.2727,0.48,0.2537,27,207,234,Musim Dingin,Cerah,Desember
8330,2011-12-18,Winter,2011,12,17,0,0,Hari Libur,"Clear, Few clouds, Partly cloudy",0.28,0.2727,0.46,0.1642,10,126,136,Musim Dingin,Cerah,Desember
8331,2011-12-18,Winter,2011,12,18,0,0,Hari Libur,"Clear, Few clouds, Partly cloudy",0.28,0.2727,0.45,0.194,15,123,138,Musim Dingin,Cerah,Desember
8332,2011-12-18,Winter,2011,12,19,0,0,Hari Libur,"Clear, Few clouds, Partly cloudy",0.26,0.2727,0.52,0.1343,5,130,135,Musim Dingin,Cerah,Desember
8333,2011-12-18,Winter,2011,12,20,0,0,Hari Libur,"Clear, Few clouds, Partly cloudy",0.24,0.2576,0.6,0.1045,10,94,104,Musim Dingin,Cerah,Desember
8334,2011-12-18,Winter,2011,12,21,0,0,Hari Libur,"Clear, Few clouds, Partly cloudy",0.22,0.2727,0.64,0.0,9,80,89,Musim Dingin,Cerah,Desember
8335,2011-12-18,Winter,2011,12,22,0,0,Hari Libur,"Clear, Few clouds, Partly cloudy",0.22,0.2273,0.75,0.194,2,47,49,Musim Dingin,Cerah,Desember
8336,2011-12-18,Winter,2011,12,23,0,0,Hari Libur,"Clear, Few clouds, Partly cloudy",0.2,0.2273,0.75,0.1045,6,31,37,Musim Dingin,Cerah,Desember
8337,2011-12-19,Winter,2011,12,0,0,1,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.2,0.2273,0.75,0.0896,3,14,17,Musim Dingin,Cerah,Desember
8338,2011-12-19,Winter,2011,12,1,0,1,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.18,0.2121,0.8,0.0896,3,8,11,Musim Dingin,Cerah,Desember
8339,2011-12-19,Winter,2011,12,2,0,1,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.18,0.2121,0.8,0.0896,0,3,3,Musim Dingin,Cerah,Desember
8340,2011-12-19,Winter,2011,12,3,0,1,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.16,0.197,0.86,0.0896,0,3,3,Musim Dingin,Cerah,Desember
8341,2011-12-19,Winter,2011,12,4,0,1,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.16,0.1818,0.86,0.1343,0,4,4,Musim Dingin,Cerah,Desember
8342,2011-12-19,Winter,2011,12,5,0,1,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.14,0.1667,0.93,0.1045,0,21,21,Musim Dingin,Cerah,Desember
8343,2011-12-19,Winter,2011,12,6,0,1,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.16,0.1818,0.86,0.1045,0,68,68,Musim Dingin,Cerah,Desember
8344,2011-12-19,Winter,2011,12,7,0,1,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.18,0.2121,0.74,0.1045,4,187,191,Musim Dingin,Cerah,Desember
8345,2011-12-19,Winter,2011,12,8,0,1,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.2,0.197,0.75,0.194,8,389,397,Musim Dingin,Cerah,Desember
8346,2011-12-19,Winter,2011,12,9,0,1,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.22,0.2121,0.69,0.2239,17,166,183,Musim Dingin,Cerah,Desember
8347,2011-12-19,Winter,2011,12,10,0,1,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.24,0.2273,0.67,0.194,12,96,108,Musim Dingin,Cerah,Desember
8348,2011-12-19,Winter,2011,12,11,0,1,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.26,0.2424,0.65,0.2537,22,105,127,Musim Dingin,Cerah,Desember
8349,2011-12-19,Winter,2011,12,12,0,1,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.3,0.2727,0.61,0.3284,13,128,141,Musim Dingin,Cerah,Desember
8350,2011-12-19,Winter,2011,12,13,0,1,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.34,0.303,0.49,0.3284,15,127,142,Musim Dingin,Cerah,Desember
8351,2011-12-19,Winter,2011,12,14,0,1,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.36,0.3485,0.46,0.2239,30,107,137,Musim Dingin,Cerah,Desember
8352,2011-12-19,Winter,2011,12,15,0,1,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.38,0.3939,0.46,0.1642,24,135,159,Musim Dingin,Cerah,Desember
8353,2011-12-19,Winter,2011,12,16,0,1,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.4,0.4091,0.4,0.2537,19,189,208,Musim Dingin,Cerah,Desember
8354,2011-12-19,Winter,2011,12,17,0,1,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.38,0.3939,0.46,0.194,16,362,378,Musim Dingin,Cerah,Desember
8355,2011-12-19,Winter,2011,12,18,0,1,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.36,0.3485,0.5,0.194,11,343,354,Musim Dingin,Cerah,Desember
8356,2011-12-19,Winter,2011,12,19,0,1,Hari Kerja,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds",0.36,0.3485,0.53,0.1642,17,234,251,Musim Dingin,Berawan/Berkabut,Desember
8357,2011-12-19,Winter,2011,12,20,0,1,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.4,0.4091,0.4,0.1642,9,197,206,Musim Dingin,Cerah,Desember
8358,2011-12-19,Winter,2011,12,21,0,1,Hari Kerja,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds",0.36,0.3485,0.53,0.1343,15,112,127,Musim Dingin,Berawan/Berkabut,Desember
8359,2011-12-19,Winter,2011,12,22,0,1,Hari Kerja,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds",0.36,0.3485,0.57,0.1642,12,95,107,Musim Dingin,Berawan/Berkabut,Desember
8360,2011-12-19,Winter,2011,12,23,0,1,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.36,0.3485,0.53,0.1642,10,50,60,Musim Dingin,Cerah,Desember
8361,2011-12-20,Winter,2011,12,0,0,2,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.36,0.3636,0.57,0.1045,0,21,21,Musim Dingin,Cerah,Desember
8362,2011-12-20,Winter,2011,12,1,0,2,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.36,0.3788,0.53,0.0,0,6,6,Musim Dingin,Cerah,Desember
8363,2011-12-20,Winter,2011,12,2,0,2,Hari Kerja,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds",0.34,0.3636,0.61,0.0,1,10,11,Musim Dingin,Berawan/Berkabut,Desember
8364,2011-12-20,Winter,2011,12,3,0,2,Hari Kerja,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds",0.34,0.3636,0.61,0.0,1,1,2,Musim Dingin,Berawan/Berkabut,Desember
8365,2011-12-20,Winter,2011,12,4,0,2,Hari Kerja,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds",0.36,0.3636,0.53,0.1045,0,4,4,Musim Dingin,Berawan/Berkabut,Desember
8366,2011-12-20,Winter,2011,12,5,0,2,Hari Kerja,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds",0.36,0.3788,0.57,0.0,0,15,15,Musim Dingin,Berawan/Berkabut,Desember
8367,2011-12-20,Winter,2011,12,6,0,2,Hari Kerja,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds",0.36,0.3788,0.57,0.0,1,71,72,Musim Dingin,Berawan/Berkabut,Desember
8368,2011-12-20,Winter,2011,12,7,0,2,Hari Kerja,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds",0.36,0.3788,0.62,0.0,7,261,268,Musim Dingin,Berawan/Berkabut,Desember
8369,2011-12-20,Winter,2011,12,8,0,2,Hari Kerja,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds",0.42,0.4242,0.54,0.0896,10,422,432,Musim Dingin,Berawan/Berkabut,Desember
8370,2011-12-20,Winter,2011,12,9,0,2,Hari Kerja,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds",0.36,0.3788,0.66,0.0,14,245,259,Musim Dingin,Berawan/Berkabut,Desember
8371,2011-12-20,Winter,2011,12,10,0,2,Hari Kerja,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds",0.42,0.4242,0.58,0.194,20,109,129,Musim Dingin,Berawan/Berkabut,Desember
8372,2011-12-20,Winter,2011,12,11,0,2,Hari Kerja,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds",0.4,0.4091,0.62,0.1642,13,116,129,Musim Dingin,Berawan/Berkabut,Desember
8373,2011-12-20,Winter,2011,12,12,0,2,Hari Kerja,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds",0.44,0.4394,0.54,0.1343,16,159,175,Musim Dingin,Berawan/Berkabut,Desember
8374,2011-12-20,Winter,2011,12,13,0,2,Hari Kerja,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds",0.44,0.4394,0.54,0.1343,18,163,181,Musim Dingin,Berawan/Berkabut,Desember
8375,2011-12-20,Winter,2011,12,14,0,2,Hari Kerja,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds",0.44,0.4394,0.58,0.1045,11,127,138,Musim Dingin,Berawan/Berkabut,Desember
8376,2011-12-20,Winter,2011,12,15,0,2,Hari Kerja,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds",0.44,0.4394,0.54,0.0,15,139,154,Musim Dingin,Berawan/Berkabut,Desember
8377,2011-12-20,Winter,2011,12,16,0,2,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.44,0.4394,0.54,0.0,20,218,238,Musim Dingin,Cerah,Desember
8378,2011-12-20,Winter,2011,12,17,0,2,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.4,0.4091,0.62,0.1642,14,417,431,Musim Dingin,Cerah,Desember
8379,2011-12-20,Winter,2011,12,18,0,2,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.38,0.3939,0.66,0.194,26,385,411,Musim Dingin,Cerah,Desember
8380,2011-12-20,Winter,2011,12,19,0,2,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.38,0.3939,0.66,0.0,6,218,224,Musim Dingin,Cerah,Desember
8381,2011-12-20,Winter,2011,12,20,0,2,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.36,0.3788,0.66,0.0,3,144,147,Musim Dingin,Cerah,Desember
8382,2011-12-20,Winter,2011,12,21,0,2,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.36,0.3636,0.66,0.0896,4,139,143,Musim Dingin,Cerah,Desember
8383,2011-12-20,Winter,2011,12,22,0,2,Hari Kerja,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds",0.36,0.3788,0.66,0.0,3,104,107,Musim Dingin,Berawan/Berkabut,Desember
8384,2011-12-20,Winter,2011,12,23,0,2,Hari Kerja,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds",0.38,0.3939,0.62,0.0,13,40,53,Musim Dingin,Berawan/Berkabut,Desember
8385,2011-12-21,Spring,2011,12,0,0,3,Hari Kerja,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds",0.34,0.3333,0.71,0.1343,7,18,25,Musim Semi,Berawan/Berkabut,Desember
8386,2011-12-21,Spring,2011,12,1,0,3,Hari Kerja,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds",0.36,0.3636,0.66,0.1045,1,10,11,Musim Semi,Berawan/Berkabut,Desember
8387,2011-12-21,Spring,2011,12,2,0,3,Hari Kerja,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds",0.36,0.3788,0.71,0.0,0,4,4,Musim Semi,Berawan/Berkabut,Desember
8388,2011-12-21,Spring,2011,12,3,0,3,Hari Kerja,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds",0.36,0.3788,0.71,0.0,0,2,2,Musim Semi,Berawan/Berkabut,Desember
8389,2011-12-21,Spring,2011,12,4,0,3,Hari Kerja,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds",0.36,0.3788,0.71,0.0,0,2,2,Musim Semi,Berawan/Berkabut,Desember
8390,2011-12-21,Spring,2011,12,5,0,3,Hari Kerja,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds",0.38,0.3939,0.82,0.1045,0,28,28,Musim Semi,Berawan/Berkabut,Desember
8391,2011-12-21,Spring,2011,12,6,0,3,Hari Kerja,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds",0.36,0.3788,0.87,0.0,1,75,76,Musim Semi,Berawan/Berkabut,Desember
8392,2011-12-21,Spring,2011,12,7,0,3,Hari Kerja,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds",0.36,0.3636,0.87,0.1045,5,224,229,Musim Semi,Berawan/Berkabut,Desember
8393,2011-12-21,Spring,2011,12,8,0,3,Hari Kerja,"Light Snow, Light Rain + Thunderstorm + Scattered clouds",0.36,0.3788,0.93,0.0,12,393,405,Musim Semi,Hujan Ringan/Salju,Desember
8394,2011-12-21,Spring,2011,12,9,0,3,Hari Kerja,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds",0.4,0.4091,0.87,0.2239,14,220,234,Musim Semi,Berawan/Berkabut,Desember
8395,2011-12-21,Spring,2011,12,10,0,3,Hari Kerja,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds",0.48,0.4697,0.82,0.4179,6,83,89,Musim Semi,Berawan/Berkabut,Desember
8396,2011-12-21,Spring,2011,12,11,0,3,Hari Kerja,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds",0.48,0.4697,0.82,0.4179,3,53,56,Musim Semi,Berawan/Berkabut,Desember
8397,2011-12-21,Spring,2011,12,12,0,3,Hari Kerja,"Light Snow, Light Rain + Thunderstorm + Scattered clouds",0.46,0.4545,0.88,0.3881,3,58,61,Musim Semi,Hujan Ringan/Salju,Desember
8398,2011-12-21,Spring,2011,12,13,0,3,Hari Kerja,"Light Snow, Light Rain + Thunderstorm + Scattered clouds",0.44,0.4394,0.94,0.2985,3,55,58,Musim Semi,Hujan Ringan/Salju,Desember
8399,2011-12-21,Spring,2011,12,14,0,3,Hari Kerja,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds",0.48,0.4697,0.88,0.3582,11,40,51,Musim Semi,Berawan/Berkabut,Desember
8400,2011-12-21,Spring,2011,12,15,0,3,Hari Kerja,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds",0.48,0.4697,0.88,0.3881,4,57,61,Musim Semi,Berawan/Berkabut,Desember
8401,2011-12-21,Spring,2011,12,16,0,3,Hari Kerja,"Light Snow, Light Rain + Thunderstorm + Scattered clouds",0.44,0.4394,1.0,0.3284,6,95,101,Musim Semi,Hujan Ringan/Salju,Desember
8402,2011-12-21,Spring,2011,12,17,0,3,Hari Kerja,"Light Snow, Light Rain + Thunderstorm + Scattered clouds",0.44,0.4394,1.0,0.3284,3,226,229,Musim Semi,Hujan Ringan/Salju,Desember
8403,2011-12-21,Spring,2011,12,18,0,3,Hari Kerja,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds",0.44,0.4394,1.0,0.2985,2,278,280,Musim Semi,Berawan/Berkabut,Desember
8404,2011-12-21,Spring,2011,12,19,0,3,Hari Kerja,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds",0.5,0.4848,0.94,0.3284,9,200,209,Musim Semi,Berawan/Berkabut,Desember
8405,2011-12-21,Spring,2011,12,20,0,3,Hari Kerja,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds",0.5,0.4848,0.94,0.3582,5,162,167,Musim Semi,Berawan/Berkabut,Desember
8406,2011-12-21,Spring,2011,12,21,0,3,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.5,0.4848,0.88,0.2836,9,114,123,Musim Semi,Cerah,Desember
8407,2011-12-21,Spring,2011,12,22,0,3,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.5,0.4848,0.88,0.2537,3,102,105,Musim Semi,Cerah,Desember
8408,2011-12-21,Spring,2011,12,23,0,3,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.5,0.4848,0.88,0.194,0,54,54,Musim Semi,Cerah,Desember
8409,2011-12-22,Spring,2011,12,0,0,4,Hari Kerja,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds",0.5,0.4848,0.82,0.1045,3,24,27,Musim Semi,Berawan/Berkabut,Desember
8410,2011-12-22,Spring,2011,12,1,0,4,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.44,0.4394,0.94,0.0896,0,15,15,Musim Semi,Cerah,Desember
8411,2011-12-22,Spring,2011,12,2,0,4,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.48,0.4697,0.82,0.1045,1,10,11,Musim Semi,Cerah,Desember
8412,2011-12-22,Spring,2011,12,3,0,4,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.44,0.4394,0.67,0.1642,0,6,6,Musim Semi,Cerah,Desember
8413,2011-12-22,Spring,2011,12,4,0,4,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.38,0.3939,0.82,0.1343,0,3,3,Musim Semi,Cerah,Desember
8414,2011-12-22,Spring,2011,12,5,0,4,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.38,0.3939,0.82,0.0,1,15,16,Musim Semi,Cerah,Desember
8415,2011-12-22,Spring,2011,12,6,0,4,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.36,0.3788,0.87,0.0,1,63,64,Musim Semi,Cerah,Desember
8416,2011-12-22,Spring,2011,12,7,0,4,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.34,0.3636,0.93,0.0,4,182,186,Musim Semi,Cerah,Desember
8417,2011-12-22,Spring,2011,12,8,0,4,Hari Kerja,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds",0.36,0.3788,0.87,0.0,10,333,343,Musim Semi,Berawan/Berkabut,Desember
8418,2011-12-22,Spring,2011,12,9,0,4,Hari Kerja,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds",0.38,0.3939,0.87,0.0896,10,218,228,Musim Semi,Berawan/Berkabut,Desember
8419,2011-12-22,Spring,2011,12,10,0,4,Hari Kerja,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds",0.4,0.4091,0.82,0.0896,13,128,141,Musim Semi,Berawan/Berkabut,Desember
8420,2011-12-22,Spring,2011,12,11,0,4,Hari Kerja,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds",0.44,0.4394,0.77,0.0,10,135,145,Musim Semi,Berawan/Berkabut,Desember
8421,2011-12-22,Spring,2011,12,12,0,4,Hari Kerja,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds",0.48,0.4697,0.55,0.0,22,180,202,Musim Semi,Berawan/Berkabut,Desember
8422,2011-12-22,Spring,2011,12,13,0,4,Hari Kerja,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds",0.46,0.4545,0.63,0.0,21,167,188,Musim Semi,Berawan/Berkabut,Desember
8423,2011-12-22,Spring,2011,12,14,0,4,Hari Kerja,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds",0.46,0.4545,0.63,0.0,23,136,159,Musim Semi,Berawan/Berkabut,Desember
8424,2011-12-22,Spring,2011,12,15,0,4,Hari Kerja,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds",0.48,0.4697,0.59,0.0,28,186,214,Musim Semi,Berawan/Berkabut,Desember
8425,2011-12-22,Spring,2011,12,16,0,4,Hari Kerja,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds",0.46,0.4545,0.63,0.0,30,226,256,Musim Semi,Berawan/Berkabut,Desember
8426,2011-12-22,Spring,2011,12,17,0,4,Hari Kerja,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds",0.44,0.4394,0.67,0.1642,24,332,356,Musim Semi,Berawan/Berkabut,Desember
8427,2011-12-22,Spring,2011,12,18,0,4,Hari Kerja,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds",0.44,0.4394,0.62,0.0896,11,277,288,Musim Semi,Berawan/Berkabut,Desember
8428,2011-12-22,Spring,2011,12,19,0,4,Hari Kerja,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds",0.44,0.4394,0.62,0.0,12,130,142,Musim Semi,Berawan/Berkabut,Desember
8429,2011-12-22,Spring,2011,12,20,0,4,Hari Kerja,"Light Snow, Light Rain + Thunderstorm + Scattered clouds",0.42,0.4242,0.71,0.0,0,33,33,Musim Semi,Hujan Ringan/Salju,Desember
8430,2011-12-22,Spring,2011,12,21,0,4,Hari Kerja,"Light Snow, Light Rain + Thunderstorm + Scattered clouds",0.42,0.4242,0.71,0.0,2,15,17,Musim Semi,Hujan Ringan/Salju,Desember
8431,2011-12-22,Spring,2011,12,22,0,4,Hari Kerja,"Light Snow, Light Rain + Thunderstorm + Scattered clouds",0.36,0.3636,0.93,0.1045,0,17,17,Musim Semi,Hujan Ringan/Salju,Desember
8432,2011-12-22,Spring,2011,12,23,0,4,Hari Kerja,"Light Snow, Light Rain + Thunderstorm + Scattered clouds",0.4,0.4091,0.87,0.0,1,10,11,Musim Semi,Hujan Ringan/Salju,Desember
8433,2011-12-23,Spring,2011,12,0,0,5,Hari Kerja,"Light Snow, Light Rain + Thunderstorm + Scattered clouds",0.4,0.4091,0.87,0.194,2,7,9,Musim Semi,Hujan Ringan/Salju,Desember
8434,2011-12-23,Spring,2011,12,1,0,5,Hari Kerja,"Light Snow, Light Rain + Thunderstorm + Scattered clouds",0.4,0.4091,0.87,0.194,1,11,12,Musim Semi,Hujan Ringan/Salju,Desember
8435,2011-12-23,Spring,2011,12,2,0,5,Hari Kerja,"Light Snow, Light Rain + Thunderstorm + Scattered clouds",0.38,0.3939,0.94,0.1343,1,12,13,Musim Semi,Hujan Ringan/Salju,Desember
8436,2011-12-23,Spring,2011,12,3,0,5,Hari Kerja,"Light Snow, Light Rain + Thunderstorm + Scattered clouds",0.38,0.3939,0.94,0.1343,0,4,4,Musim Semi,Hujan Ringan/Salju,Desember
8437,2011-12-23,Spring,2011,12,4,0,5,Hari Kerja,"Light Snow, Light Rain + Thunderstorm + Scattered clouds",0.38,0.3939,0.94,0.2836,0,2,2,Musim Semi,Hujan Ringan/Salju,Desember
8438,2011-12-23,Spring,2011,12,5,0,5,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.36,0.3485,0.93,0.194,0,8,8,Musim Semi,Cerah,Desember
8439,2011-12-23,Spring,2011,12,6,0,5,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.38,0.3939,0.82,0.2537,0,40,40,Musim Semi,Cerah,Desember
8440,2011-12-23,Spring,2011,12,7,0,5,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.38,0.3939,0.82,0.2239,4,88,92,Musim Semi,Cerah,Desember
8441,2011-12-23,Spring,2011,12,8,0,5,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.4,0.4091,0.76,0.2537,9,173,182,Musim Semi,Cerah,Desember
8442,2011-12-23,Spring,2011,12,9,0,5,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.4,0.4091,0.66,0.2985,4,152,156,Musim Semi,Cerah,Desember
8443,2011-12-23,Spring,2011,12,10,0,5,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.4,0.4091,0.62,0.3582,8,96,104,Musim Semi,Cerah,Desember
8444,2011-12-23,Spring,2011,12,11,0,5,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.4,0.4091,0.58,0.4478,26,148,174,Musim Semi,Cerah,Desember
8445,2011-12-23,Spring,2011,12,12,0,5,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.4,0.4091,0.54,0.5224,14,156,170,Musim Semi,Cerah,Desember
8446,2011-12-23,Spring,2011,12,13,0,5,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.4,0.4091,0.5,0.4627,17,177,194,Musim Semi,Cerah,Desember
8447,2011-12-23,Spring,2011,12,14,0,5,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.4,0.4091,0.54,0.4179,23,177,200,Musim Semi,Cerah,Desember
8448,2011-12-23,Spring,2011,12,15,0,5,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.38,0.3939,0.54,0.3582,12,191,203,Musim Semi,Cerah,Desember
8449,2011-12-23,Spring,2011,12,16,0,5,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.38,0.3939,0.5,0.2985,15,166,181,Musim Semi,Cerah,Desember
8450,2011-12-23,Spring,2011,12,17,0,5,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.36,0.3485,0.53,0.2239,11,129,140,Musim Semi,Cerah,Desember
8451,2011-12-23,Spring,2011,12,18,0,5,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.36,0.3333,0.5,0.2537,4,91,95,Musim Semi,Cerah,Desember
8452,2011-12-23,Spring,2011,12,19,0,5,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.34,0.3333,0.53,0.194,1,75,76,Musim Semi,Cerah,Desember
8453,2011-12-23,Spring,2011,12,20,0,5,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.32,0.303,0.61,0.3284,3,47,50,Musim Semi,Cerah,Desember
8454,2011-12-23,Spring,2011,12,21,0,5,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.32,0.303,0.61,0.2239,0,32,32,Musim Semi,Cerah,Desember
8455,2011-12-23,Spring,2011,12,22,0,5,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.32,0.3182,0.66,0.194,4,43,47,Musim Semi,Cerah,Desember
